age_years,gender,ssc_percentage,hsc_percentage,degree_percentage,technical_score,aptitude_score,communication_score,skills_match_percentage,certifications_count,internship_experience,years_of_experience,previous_ctc_lpa,expected_ctc_lpa,bond_requirement,notice_period_days,employment_gap_months,interview_score,experience_category,ssc_band,hsc_band,degree_band,ssc_score,hsc_score,degree_score,academic_score,academic_performance_band,skill_match_level,interview_performance,placement_prob_score,placement_prob_band,degree_specialization_Computer Science,degree_specialization_Electronics,degree_specialization_Information Technology,degree_specialization_Mechanical,degree_specialization_Others,career_switch_willingness_Not Willing,career_switch_willingness_Unknown,career_switch_willingness_Willing,relevant_experience_Not Relevant,relevant_experience_Relevant,relevant_experience_Unknown,company_tier_Tier 1,company_tier_Tier 2,company_tier_Tier 3,job_role_match_Matched,job_role_match_Not Matched,job_role_match_Unknown,competition_level_High,competition_level_Low,competition_level_Medium,layoff_history_No,layoff_history_Unknown,layoff_history_Yes,relocation_willingness_Not Willing,relocation_willingness_Unknown,relocation_willingness_Willing,status
34.0,1.0,69.5608624,77.06512333,81.40389843,56.36200703,59.82832536,65.07968195,83.21583644,0.0,1.0,1.0,1.929142577,7.838349437,1.0,0.0,0.0,181.27001434,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.38877004106936963,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
31.0,1.0,52.69493161,76.76963073,61.9494567,76.11565366,66.41105667,58.90880345,78.91574521,3.0,1.0,4.0,2.753708302,7.409155848,0.0,30.0,0.0,201.43551378,2.0,0.0,2.0,0.0,1.0,2.0,1.0,1.3333333333333333,0.0,0.0,2.0,0.5173289825326086,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
26.0,1.0,85.78186513,76.92917896,75.25509568,76.65495409,47.31949879,54.3736185,72.80316917,4.0,0.0,3.0,4.218880775,8.515209379,0.0,0.0,3.0,178.34807138,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.3333333333333335,2.0,0.0,2.0,0.4137074617425984,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
33.0,0.0,72.4327085,72.33071306,68.73163174,63.96929288,67.07105546,72.09002786,70.4338051,1.0,0.0,3.0,5.036112679,4.991467968,0.0,0.0,0.0,203.1303762,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.4773576979192095,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
22.0,0.0,63.52785387,79.6329591,71.8498532,84.75126404,59.71652129,78.530837,75.79512615,2.0,0.0,2.0,6.531920289,10.64666097,0.0,30.0,0.0,222.99862233,1.0,0.0,2.0,2.0,1.0,2.0,2.0,1.6666666666666667,0.0,0.0,2.0,0.6097362101521712,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
24.0,1.0,83.35539539,80.09269747,73.78352779,51.06198519,50.8677579,59.0627869,69.48204985,3.0,0.0,1.0,10.4917484,5.649455118,0.0,0.0,0.0,160.99252999,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.25826641767730385,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
32.0,0.0,70.77482058,73.45472926,81.88825808,55.43179282,73.78832469,54.88023545,65.93874152,1.0,1.0,2.0,4.989208225,10.31233295,1.0,0.0,0.0,184.10035296,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,0.31147969030390354,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
31.0,0.0,67.84175586,78.44753632,72.94476668,72.6143785,57.23513905,58.95153221,66.99599376,0.0,0.0,2.0,5.476730311,10.88921433,0.0,15.0,0.0,188.80104976,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,0.3969125659893311,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
28.0,1.0,68.37625687,67.5345929,76.39013584,52.68049213,64.52064303,53.75556418,61.29492405,1.0,1.0,4.0,6.4265727,5.280704603,0.0,0.0,6.0,170.95669934,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,0.29474607758226373,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
24.0,1.0,80.88229373,67.98188449,79.80811353,51.06743211,55.94473402,63.90891498,75.48815552,1.0,1.0,1.0,4.087845021,10.27590005,1.0,0.0,12.0,170.92108111,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.3178301906125334,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
34.0,1.0,53.99254786,62.35360014,62.20070629,65.52948764,64.20847245,63.83520914,79.98025386,1.0,1.0,1.0,6.394981929,7.224981343,0.0,0.0,12.0,193.57316923000002,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,0.4279233705911759,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
27.0,1.0,73.54538475,63.5734749,67.82764545,72.76943195,40.0,77.13811614,62.76357455,1.0,1.0,4.0,4.266223775,16.21199477,0.0,0.0,0.0,189.90754808999998,2.0,2.0,0.0,2.0,2.0,1.0,2.0,1.6666666666666667,0.0,1.0,2.0,0.49040999431550075,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
32.0,1.0,63.60960168,90.82934754,75.13410376,62.01299014,69.76886359,47.38400095,53.83331491,2.0,1.0,3.0,2.330743528,5.335723856,0.0,30.0,0.0,179.16585468,1.0,0.0,1.0,2.0,1.0,3.0,2.0,2.0,0.0,1.0,2.0,0.2721570047623407,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
27.0,0.0,77.26329863,69.77824161,71.65043636,72.07082074,69.61645634,58.86499038,71.126116,0.0,0.0,3.0,3.055002141,7.70247036,1.0,60.0,0.0,200.55226746,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.45357437751293966,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
32.0,0.0,70.00250467904127,73.80602154,70.95985571,72.13299421,52.34869083,73.20227889,95.93189745,0.0,1.0,1.0,4.655647699,9.134207519,0.0,60.0,18.0,197.68396393,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.5503182058775147,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
31.0,0.0,66.78743032,70.03836085,77.3693829,86.36360514,58.50983706,56.0490265,83.69002866,0.0,1.0,3.0,4.5385205,12.15312035,0.0,0.0,18.0,200.9224687,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.53741290215069,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
31.0,1.0,68.17034528,67.05291388,79.86579275,71.52774045,60.28741592,65.71263617,77.600744,1.0,0.0,2.0,2.704366667,9.582860742,1.0,0.0,0.0,197.52779254,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.47409099385761844,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
21.0,1.0,75.64270495,68.10074589,79.31249386,50.65949576,75.60981212,54.32544923,59.05645059,0.0,1.0,0.0,3.33474499,4.603434125,1.0,15.0,0.0,180.59475711,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,0.22143718255877098,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
22.0,0.0,70.00250467904127,69.5872636,71.51188984,61.9173624,56.58556508,61.45375404,73.91791302,0.0,0.0,0.0,7.511181153,7.3811297098,0.0,60.0,0.0,179.95668152000002,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.33763552908282257,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
26.0,1.0,77.54301163,86.87191627,79.62013949,50.51404154,40.28744781,61.82202674,91.32797854,1.0,0.0,0.0,8.108541673,9.427014722,0.0,0.0,3.0,152.62351609,0.0,2.0,1.0,2.0,2.0,3.0,2.0,2.3333333333333335,2.0,0.0,0.0,0.30898488004658714,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
24.0,0.0,79.41235189,67.12654249,80.60832963,75.35255308,55.647501,68.90567438,85.4595031,1.0,1.0,1.0,5.115242687,7.462005002,0.0,0.0,3.0,199.90572846,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.5118386862198558,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
27.0,1.0,60.88097173,64.14225328,76.72198021,57.58206593,66.50593072,62.40567904,78.28989776,0.0,1.0,2.0,5.490443201,8.07199936,0.0,15.0,0.0,186.49367569,1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.3333333333333333,0.0,0.0,2.0,0.39576689887383554,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
32.0,0.0,56.6057183,80.60340931,74.59667861,86.47107235,86.83634403,58.20068197,73.24916291,4.0,1.0,0.0,6.7407749,3.318069873,1.0,30.0,0.0,231.50809835,0.0,0.0,2.0,2.0,1.0,2.0,2.0,1.6666666666666667,0.0,0.0,2.0,0.5094955381582295,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
32.0,0.0,67.13445736,75.09061788,73.12205641,64.73059386,64.18995378,64.76903416,72.54228188,1.0,1.0,4.0,4.846601366,6.272553221,0.0,0.0,0.0,193.68958179999998,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.4618444210262886,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
24.0,0.0,65.14896642,74.49769563,61.37388234,57.55985972,57.40130893,78.01883277,81.26053922,2.0,0.0,2.0,4.68069554,11.34750401,0.0,0.0,0.0,192.98000142,1.0,2.0,2.0,0.0,2.0,2.0,1.0,1.6666666666666667,0.0,0.0,2.0,0.4763905120289583,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
32.0,1.0,82.12405185,73.72304266,70.95122771,57.86604202,67.64231522,85.95813909,92.96749383,4.0,0.0,1.0,5.984343332,10.69984951,0.0,90.0,0.0,211.46649633,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.5662455731859822,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
23.0,1.0,70.55188824,74.33066387,83.34652289,67.93576928,44.10154063,67.56567341,66.65723791,2.0,0.0,3.0,4.279191644,9.499316735,0.0,15.0,12.0,179.60298332000002,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,0.4128041497280461,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
30.0,0.0,65.56759159,50.0,70.62764821,78.56005371,66.92499911,87.26780497,78.55518604,0.0,0.0,0.0,6.528029848,10.26025631,0.0,15.0,3.0,232.75285779,0.0,2.0,0.0,2.0,2.0,1.0,2.0,1.6666666666666667,0.0,0.0,2.0,0.6106365682730649,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
25.0,1.0,58.41453034,78.89802019,69.85557095,85.40394738,67.91591045,86.72311483,86.39456736,2.0,1.0,2.0,6.852864189,7.599997949,0.0,15.0,0.0,240.04297265999998,1.0,0.0,2.0,2.0,1.0,2.0,2.0,1.6666666666666667,0.0,0.0,1.0,0.7147217559008542,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
25.0,1.0,66.58592873,77.48845467,82.71500032,48.22032295,50.32570612,66.50750653,67.19824137,5.0,1.0,5.0,6.367574712,4.922667843,0.0,90.0,0.0,165.0535356,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.3557755473183265,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
23.0,1.0,68.26943087,64.01364586,79.92948898,69.41905548,63.26338723,68.15189756,75.32161364,3.0,1.0,4.0,6.133521376,7.758167225,0.0,60.0,3.0,200.83434026999998,2.0,2.0,0.0,2.0,2.0,1.0,2.0,1.6666666666666667,0.0,0.0,2.0,0.5143326485666659,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
27.0,1.0,82.37136594,74.25675193,77.46737609,77.57786413,58.95027816,73.41575474,67.68275217,2.0,0.0,1.0,6.185115454,4.369580237,0.0,0.0,0.0,209.94389703000002,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,0.4416333536056899,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
32.0,1.0,59.64557296,77.57103091,71.98171265,72.19936437,70.89640846,64.80174965,72.27037003,1.0,1.0,4.0,6.458604063,6.089632693,0.0,30.0,0.0,207.89752248,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.6666666666666667,0.0,0.0,2.0,0.5146095891152196,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
34.0,1.0,63.46330987,70.74149666,71.5541364,55.98442181,59.82944799,50.80762928,72.93967055,2.0,0.0,3.0,3.982764,3.0,0.0,15.0,0.0,166.62149907999998,1.0,0.0,2.0,2.0,1.0,2.0,2.0,1.6666666666666667,0.0,0.0,0.0,0.30861493205552454,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
28.0,0.0,65.24829371,72.06063559601901,78.84879171,46.29548789,67.78645404,48.06357437,70.08189994,2.0,0.0,0.0,3.367459357,4.934350944,0.0,15.0,6.0,162.1455163,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.18689442968344278,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
22.0,0.0,75.43961634,74.69095161,72.35814712,74.1033957,80.87285575,66.46184769,66.00218399,2.0,1.0,0.0,9.707232377,4.8175495172,0.0,0.0,3.0,221.43809914000002,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,0.4515888392523908,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
29.0,1.0,79.26820786,74.7771633,80.41011827,59.18531814,60.75344818,79.05590703,62.57787503,1.0,0.0,1.0,4.237940992,3.833311463,0.0,30.0,3.0,198.99467335,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,0.40980908562558604,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
24.0,0.0,70.00250467904127,68.46843503,66.23722217,78.51837452,46.4180563,77.36228468,85.91625158,1.0,1.0,1.0,5.110104903,5.125608011,1.0,30.0,0.0,202.29871550000001,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.5596440457828923,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
26.0,1.0,58.78044846,64.11629806,58.81499002,69.02976757,61.95347103,59.74441271,80.48112143,2.0,0.0,4.0,4.267483008,3.0,0.0,0.0,0.0,190.72765131,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,0.4807809203679937,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
32.0,1.0,54.76943269,68.00232591,84.63182743,66.01403354,49.06035159,52.62750806,76.31554238,1.0,0.0,0.0,4.676647446,9.552215881,1.0,60.0,3.0,167.70189319,0.0,0.0,2.0,2.0,1.0,2.0,2.0,1.6666666666666667,0.0,0.0,0.0,0.3031259738302719,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
22.0,0.0,76.70791517,70.376989,80.74064742,51.16465641,86.63575657,69.27216429,60.87961196,1.0,1.0,0.0,9.805292718,4.7501865824,0.0,15.0,6.0,207.07257727,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,0.3376603551534376,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
29.0,0.0,79.20793248,74.94824363,68.34970058,63.53130492,56.39884147,53.01191968,78.89876518,1.0,0.0,2.0,5.732636914,7.54407033,0.0,30.0,12.0,172.94206607,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.3562411543453803,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
33.0,0.0,63.27694831,78.41833472,81.06217238,58.57169539,56.07447194,61.35864236,88.46038667,4.0,0.0,2.0,2.875881733,5.738643393,1.0,15.0,0.0,176.00480969,1.0,0.0,2.0,2.0,1.0,2.0,2.0,1.6666666666666667,0.0,0.0,2.0,0.41102552999497577,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
32.0,0.0,58.53410896,72.15508827,73.39948441,79.93526178,66.5710623,64.73796593,62.68101145,3.0,0.0,3.0,5.852118918,3.0,1.0,0.0,3.0,211.24429001000001,1.0,0.0,2.0,2.0,1.0,2.0,2.0,1.6666666666666667,0.0,1.0,2.0,0.49206324261866224,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
30.0,1.0,63.05226622,68.22549086,75.94211005,61.69340981,52.95349394,66.95824548,71.31501823,1.0,1.0,1.0,3.269088774,11.88144045,1.0,15.0,0.0,181.60514923,1.0,0.0,2.0,2.0,1.0,2.0,2.0,1.6666666666666667,0.0,0.0,2.0,0.3707747143359282,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
26.0,1.0,64.7667129,61.98555624,79.54763011,79.63563112,60.13736428,51.65322934,71.82872564,1.0,1.0,4.0,4.654066731,8.833560247,0.0,15.0,12.0,191.42622474,2.0,0.0,0.0,2.0,1.0,1.0,2.0,1.3333333333333333,0.0,0.0,2.0,0.45666109387357195,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
25.0,1.0,80.88477885,79.81537524,58.79590244,65.88363099,66.64075188,60.16146532,97.65741057,4.0,0.0,1.0,6.051651949,9.442908533,1.0,0.0,0.0,192.68584819,1.0,2.0,2.0,0.0,2.0,2.0,1.0,1.6666666666666667,0.0,0.0,2.0,0.47823052374935304,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
25.0,1.0,69.52173951,82.22458183,68.86778995,83.41479877,73.14369917,45.3475117,70.05897564,2.0,0.0,3.0,4.157060746,7.937285679,0.0,0.0,0.0,201.90600963999998,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.44109093740461713,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
25.0,0.0,83.42551638,75.08090388,75.48277581,73.53213435,69.31002254,64.66371494,74.98545457,1.0,1.0,3.0,3.511596032,7.315661,0.0,60.0,0.0,207.50587183000002,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.5076310357751026,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
29.0,0.0,59.29141251,67.02200836,72.27850164,68.97408782,40.0,45.0,68.88615316,1.0,1.0,3.0,3.939098742,7.841124882,0.0,0.0,3.0,153.97408782,1.0,0.0,2.0,2.0,1.0,2.0,2.0,1.6666666666666667,0.0,1.0,0.0,0.2904725886741493,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
24.0,0.0,67.51999528,81.66005309,68.33074575,59.20623347,56.39413237,51.78546476,78.23207614,2.0,1.0,4.0,5.068505653,7.214183507,0.0,0.0,0.0,167.3858306,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.3637012302675725,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
26.0,0.0,72.64104253,71.00196603,83.20882137,70.00814993,64.46955019,54.33104562,49.78552258,1.0,1.0,3.0,5.780394657,7.210411241,0.0,0.0,0.0,188.80874574,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,0.32885540346235836,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
